"V1" "V2" "V3" "V4" "V5" "V6" "extr" "extr" "extr" "extr"
"2013/11/30 13:04'07" 41608.54453 24.6 14 1003.3 "" "" "" ""
"2013/11/30 13:04'17" 41608.54464 24.6 14 1003.2 "" "" "" ""
"2013/11/30 13:04'27" 41608.54476 24.6 14 1003.2 "" "" "" ""
"2013/11/30 13:04'37" 41608.54487 24.7 14 1003.2 "" "" "" ""
"2013/11/30 13:04'47" 41608.54499 24.7 15 1003.2 "" "" "" ""
"2013/11/30 13:04'57" 41608.5451 24.8 15 1003.2 "" "" "" ""
"2013/11/30 13:05'07" 41608.54522 24.8 15 1003.2 "" "" "" ""
"2013/11/30 13:05'17" 41608.54534 24.8 15 1003.2 "" "" "" ""
"2013/11/30 13:05'27" 41608.54545 24.9 15 1003.2 "" "" "" ""
"2013/11/30 13:05'37" 41608.54557 24.9 15 1003.2 "" "" "" ""
"2013/11/30 13:05'47" 41608.54568 25 15 1003.2 "" "" "" ""
"2013/11/30 13:05'57" 41608.5458 25 15 1003.2 "" "" "" ""
"2013/11/30 13:06'07" 41608.54591 25 15 1003.2 "" "" "" ""
"2013/11/30 13:06'17" 41608.54603 25.1 14 1003.2 "" "" "" ""
"2013/11/30 13:06'27" 41608.54615 25.1 14 1003.3 "" "" "" ""
"2013/11/30 13:06'37" 41608.54626 25.1 14 1003.3 "" "" "" ""
"2013/11/30 13:06'47" 41608.54638 25.1 14 1003.3 "" "" "" ""
"2013/11/30 13:06'57" 41608.54649 25.2 14 1003.2 "" "" "" ""
"2013/11/30 13:07'07" 41608.54661 25.2 14 1003.2 "" "" "" ""
"2013/11/30 13:07'17" 41608.54672 25.2 14 1003.2 "" "" "" ""
"2013/11/30 13:07'27" 41608.54684 25.2 14 1003.2 "" "" "" ""
"2013/11/30 13:07'37" 41608.54696 25.3 15 1003.2 "" "" "" ""
"2013/11/30 13:07'47" 41608.54707 25.3 15 1003.2 "" "" "" ""
"2013/11/30 13:07'57" 41608.54719 25.3 14 1003.2 "" "" "" ""
"2013/11/30 13:08'07" 41608.5473 25.4 14 1003.2 "" "" "" ""
"2013/11/30 13:08'17" 41608.54742 25.4 14 1003.2 "" "" "" ""
"2013/11/30 13:08'27" 41608.54753 25.4 14 1003.2 "" "" "" ""
"2013/11/30 13:08'37" 41608.54765 25.4 15 1003.2 "" "" "" ""
"2013/11/30 13:08'47" 41608.54777 25.4 14 1003.3 "" "" "" ""
"2013/11/30 13:08'57" 41608.54788 25.5 15 1003.3 "" "" "" ""
"2013/11/30 13:09'07" 41608.548 25.5 14 1003.2 "" "" "" ""
"2013/11/30 13:09'17" 41608.54811 25.5 15 1003.2 "" "" "" ""
"2013/11/30 13:09'27" 41608.54823 25.5 15 1003.2 "" "" "" ""
"2013/11/30 13:09'37" 41608.54834 25.5 15 1003.2 "" "" "" ""
"2013/11/30 13:09'47" 41608.54846 25.6 14 1003.2 "" "" "" ""
"2013/11/30 13:09'57" 41608.54858 25.6 14 1003.2 "" "" "" ""
"2013/11/30 13:10'07" 41608.54869 25.7 14 1003.2 "" "" "" ""
"2013/11/30 13:10'17" 41608.54881 25.7 14 1003.2 "" "" "" ""
"2013/11/30 13:10'27" 41608.54892 25.7 14 1003.2 "" "" "" ""
"2013/11/30 13:10'37" 41608.54904 25.7 14 1003.2 "" "" "" ""
"2013/11/30 13:10'47" 41608.54916 25.7 14 1003.2 "" "" "" ""
"2013/11/30 13:10'57" 41608.54927 25.8 14 1003.2 "" "" "" ""
"2013/11/30 13:11'07" 41608.54939 25.8 14 1003.2 "" "" "" ""
"2013/11/30 13:11'17" 41608.5495 25.8 13 1003.2 "" "" "" ""
"2013/11/30 13:11'27" 41608.54962 25.8 13 1003.2 "" "" "" ""
"2013/11/30 13:11'37" 41608.54973 25.8 13 1003.2 "" "" "" ""
"2013/11/30 13:11'47" 41608.54985 25.8 13 1003.2 "" "" "" ""
"2013/11/30 13:11'57" 41608.54997 25.8 13 1003.2 "" "" "" ""
"2013/11/30 13:12'07" 41608.55008 25.8 13 1003.2 "" "" "" ""
"2013/11/30 13:12'17" 41608.5502 25.8 14 1003.2 "" "" "" ""
"2013/11/30 13:12'27" 41608.55031 25.8 14 1003.2 "" "" "" ""
"2013/11/30 13:12'37" 41608.55043 25.8 13 1003.2 "" "" "" ""
"2013/11/30 13:12'47" 41608.55054 25.8 14 1003.2 "" "" "" ""
"2013/11/30 13:12'57" 41608.55066 25.7 13 1003.3 "" "" "" ""
"2013/11/30 13:13'07" 41608.55078 25.7 13 1003.3 "" "" "" ""
"2013/11/30 13:13'17" 41608.55089 25.7 13 1003.2 "" "" "" ""
"2013/11/30 13:13'27" 41608.55101 25.7 13 1003.2 "" "" "" ""
"2013/11/30 13:13'37" 41608.55112 25.7 13 1003.2 "" "" "" ""
"2013/11/30 13:13'47" 41608.55124 25.7 13 1003.2 "" "" "" ""
"2013/11/30 13:13'57" 41608.55135 25.6 13 1003.2 "" "" "" ""
"2013/11/30 13:14'07" 41608.55147 25.6 13 1003.2 "" "" "" ""
"2013/11/30 13:14'17" 41608.55159 25.5 13 1003.2 "" "" "" ""
"2013/11/30 13:14'27" 41608.5517 25.5 13 1003.2 "" "" "" ""
"2013/11/30 13:14'37" 41608.55182 25.5 13 1003.2 "" "" "" ""
"2013/11/30 13:14'47" 41608.55193 25.4 13 1003.2 "" "" "" ""
"2013/11/30 13:14'57" 41608.55205 25.4 13 1003.2 "" "" "" ""
"2013/11/30 13:15'07" 41608.55216 25.4 13 1003.2 "" "" "" ""
"2013/11/30 13:15'17" 41608.55228 25.4 13 1003.2 "" "" "" ""
"2013/11/30 13:15'27" 41608.5524 25.3 13 1003.2 "" "" "" ""
"2013/11/30 13:15'37" 41608.55251 25.3 13 1003.2 "" "" "" ""
"2013/11/30 13:15'47" 41608.55263 25.2 13 1003.2 "" "" "" ""
"2013/11/30 13:15'57" 41608.55274 25.2 14 1003.2 "" "" "" ""
"2013/11/30 13:16'07" 41608.55286 25.2 13 1003.2 "" "" "" ""
"2013/11/30 13:16'17" 41608.55297 25.2 13 1003.2 "" "" "" ""
"2013/11/30 13:16'27" 41608.55309 25.2 13 1003.2 "" "" "" ""
"2013/11/30 13:16'37" 41608.55321 25.2 13 1003.2 "" "" "" ""
"2013/11/30 13:16'47" 41608.55332 25.1 14 1003.2 "" "" "" ""
"2013/11/30 13:16'57" 41608.55344 25.1 13 1003.2 "" "" "" ""
"2013/11/30 13:17'07" 41608.55355 25.1 13 1003.2 "" "" "" ""
"2013/11/30 13:17'17" 41608.55367 25.1 13 1003.2 "" "" "" ""
"2013/11/30 13:17'27" 41608.55378 25.1 13 1003.2 "" "" "" ""
"2013/11/30 13:17'37" 41608.5539 25.1 14 1003.2 "" "" "" ""
"2013/11/30 13:17'47" 41608.55402 25 13 1003.2 "" "" "" ""
"2013/11/30 13:17'57" 41608.55413 25 14 1003.2 "" "" "" ""
"2013/11/30 13:18'07" 41608.55425 25 14 1003.2 "" "" "" ""
"2013/11/30 13:18'17" 41608.55436 25 13 1003.2 "" "" "" ""
"2013/11/30 13:18'27" 41608.55448 25 14 1003.2 "" "" "" ""
"2013/11/30 13:18'37" 41608.55459 24.9 13 1003.2 "" "" "" ""
"2013/11/30 13:18'47" 41608.55471 24.9 14 1003.2 "" "" "" ""
"2013/11/30 13:18'57" 41608.55483 24.9 13 1003.2 "" "" "" ""
"2013/11/30 13:19'07" 41608.55494 24.9 13 1003.2 "" "" "" ""
"2013/11/30 13:19'17" 41608.55506 24.9 14 1003.2 "" "" "" ""
"2013/11/30 13:19'27" 41608.55517 24.9 14 1003.2 "" "" "" ""
"2013/11/30 13:19'37" 41608.55529 24.9 14 1003.1 "" "" "" ""
"2013/11/30 13:19'47" 41608.55541 24.9 13 1003.1 "" "" "" ""
"2013/11/30 13:19'57" 41608.55552 24.9 14 1003.1 "" "" "" ""
"2013/11/30 13:20'07" 41608.55564 24.8 13 1003.1 "" "" "" ""
"2013/11/30 13:20'17" 41608.55575 24.8 14 1003.1 "" "" "" ""
"2013/11/30 13:20'27" 41608.55587 24.8 13 1003.1 "" "" "" ""
"2013/11/30 13:20'37" 41608.55598 24.8 13 1003.1 "" "" "" ""
"2013/11/30 13:20'47" 41608.5561 24.8 14 1003.1 "" "" "" ""
"2013/11/30 13:20'57" 41608.55622 24.8 13 1003.1 "" "" "" ""
"2013/11/30 13:21'07" 41608.55633 24.8 14 1003.2 "" "" "" ""
"2013/11/30 13:21'17" 41608.55645 24.7 14 1003.2 "" "" "" ""
"2013/11/30 13:21'27" 41608.55656 24.7 14 1003.2 "" "" "" ""
"2013/11/30 13:21'37" 41608.55668 24.7 13 1003.2 "" "" "" ""
"2013/11/30 13:21'47" 41608.55679 24.7 14 1003.1 "" "" "" ""
"2013/11/30 13:21'57" 41608.55691 24.7 14 1003.1 "" "" "" ""
"2013/11/30 13:22'07" 41608.55703 24.7 14 1003.1 "" "" "" ""
"2013/11/30 13:22'17" 41608.55714 24.7 14 1003.1 "" "" "" ""
"2013/11/30 13:22'27" 41608.55726 24.6 13 1003.1 "" "" "" ""
"2013/11/30 13:22'37" 41608.55737 24.6 14 1003.1 "" "" "" ""
"2013/11/30 13:22'47" 41608.55749 24.6 14 1003.1 "" "" "" ""
"2013/11/30 13:22'57" 41608.5576 24.6 14 1003.1 "" "" "" ""
"2013/11/30 13:23'07" 41608.55772 24.6 14 1003.1 "" "" "" ""
"2013/11/30 13:23'17" 41608.55784 24.6 14 1003.1 "" "" "" ""
"2013/11/30 13:23'27" 41608.55795 24.6 14 1003.1 "" "" "" ""
"2013/11/30 13:23'37" 41608.55807 24.6 14 1003 "" "" "" ""
"2013/11/30 13:23'47" 41608.55818 24.6 14 1003.1 "" "" "" ""
"2013/11/30 13:23'57" 41608.5583 24.6 14 1003.1 "" "" "" ""
"2013/11/30 13:24'07" 41608.55841 24.6 14 1003.1 "" "" "" ""
"2013/11/30 13:24'17" 41608.55853 24.6 14 1003.2 "" "" "" ""
"2013/11/30 13:24'27" 41608.55865 24.6 14 1003.2 "" "" "" ""
"2013/11/30 13:24'37" 41608.55876 24.6 14 1003.2 "" "" "" ""
"2013/11/30 13:24'47" 41608.55888 24.6 14 1003.1 "" "" "" ""
"2013/11/30 13:24'57" 41608.55899 24.6 14 1003.1 "" "" "" ""
"2013/11/30 13:25'07" 41608.55911 24.6 14 1003.1 "" "" "" ""
"2013/11/30 13:25'17" 41608.55922 24.6 14 1003.1 "" "" "" ""
"2013/11/30 13:25'27" 41608.55934 24.6 14 1003.1 "" "" "" ""
"2013/11/30 13:25'37" 41608.55946 24.6 14 1003.1 "" "" "" ""
"2013/11/30 13:25'47" 41608.55957 24.6 14 1003.1 "" "" "" ""
"2013/11/30 13:25'57" 41608.55969 24.6 14 1003.1 "" "" "" ""
"2013/11/30 13:26'07" 41608.5598 24.6 14 1003.1 "" "" "" ""
"2013/11/30 13:26'17" 41608.55992 24.6 14 1003.2 "" "" "" ""
"2013/11/30 13:26'27" 41608.56003 24.6 14 1003.2 "" "" "" ""
"2013/11/30 13:26'37" 41608.56015 24.6 14 1003.1 "" "" "" ""
"2013/11/30 13:26'47" 41608.56027 24.6 14 1003.1 "" "" "" ""
"2013/11/30 13:26'57" 41608.56038 24.6 14 1003.1 "" "" "" ""
"2013/11/30 13:27'07" 41608.5605 24.6 15 1003 "" "" "" ""
"2013/11/30 13:27'17" 41608.56061 24.6 15 1003 "" "" "" ""
"2013/11/30 13:27'27" 41608.56073 24.6 15 1003 "" "" "" ""
"2013/11/30 13:27'37" 41608.56084 24.6 15 1003 "" "" "" ""
"2013/11/30 13:27'47" 41608.56096 24.6 15 1003 "" "" "" ""
"2013/11/30 13:27'57" 41608.56108 24.6 15 1003.1 "" "" "" ""
"2013/11/30 13:28'07" 41608.56119 24.6 15 1003.1 "" "" "" ""
"2013/11/30 13:28'17" 41608.56131 24.6 15 1003.1 "" "" "" ""
"2013/11/30 13:28'27" 41608.56142 24.6 15 1003.1 "" "" "" ""
"2013/11/30 13:28'37" 41608.56154 24.6 15 1003.1 "" "" "" ""
"2013/11/30 13:28'47" 41608.56166 24.6 14 1003.1 "" "" "" ""
"2013/11/30 13:28'57" 41608.56177 24.6 14 1003.1 "" "" "" ""
"2013/11/30 13:29'07" 41608.56189 24.6 14 1003.1 "" "" "" ""
"2013/11/30 13:29'17" 41608.562 24.6 15 1003 "" "" "" ""
"2013/11/30 13:29'27" 41608.56212 24.6 14 1003 "" "" "" ""
"2013/11/30 13:29'37" 41608.56223 24.6 14 1003.1 "" "" "" ""
"2013/11/30 13:29'47" 41608.56235 24.6 15 1003 "" "" "" ""
"2013/11/30 13:29'57" 41608.56247 24.6 15 1003 "" "" "" ""
"2013/11/30 13:30'07" 41608.56258 24.6 15 1003 "" "" "" ""
"2013/11/30 13:30'17" 41608.5627 24.6 14 1003 "" "" "" ""
"2013/11/30 13:30'27" 41608.56281 24.6 14 1003 "" "" "" ""
"2013/11/30 13:30'37" 41608.56293 24.6 14 1003 "" "" "" ""
"2013/11/30 13:30'47" 41608.56304 24.6 14 1003 "" "" "" ""
"2013/11/30 13:30'57" 41608.56316 24.6 14 1003 "" "" "" ""
"2013/11/30 13:31'07" 41608.56328 24.6 16 1003 "" "" "" ""
"2013/11/30 13:31'17" 41608.56339 24.7 16 1003 "" "" "" ""
"2013/11/30 13:31'27" 41608.56351 24.7 16 1003 "" "" "" ""
"2013/11/30 13:31'37" 41608.56362 24.8 16 1003 "" "" "" ""
"2013/11/30 13:31'47" 41608.56374 24.8 16 1003 "" "" "" ""
"2013/11/30 13:31'57" 41608.56385 24.8 15 1003 "" "" "" ""
"2013/11/30 13:32'07" 41608.56397 24.8 15 1003 "" "" "" ""
"2013/11/30 13:32'17" 41608.56409 24.9 15 1003 "" "" "" ""
"2013/11/30 13:32'27" 41608.5642 24.9 15 1003 "" "" "" ""
"2013/11/30 13:32'37" 41608.56432 24.9 15 1003 "" "" "" ""
"2013/11/30 13:32'47" 41608.56443 25 15 1003 "" "" "" ""
"2013/11/30 13:32'57" 41608.56455 25 15 1003 "" "" "" ""
"2013/11/30 13:33'07" 41608.56466 25 15 1003 "" "" "" ""
"2013/11/30 13:33'17" 41608.56478 25.1 15 1003 "" "" "" ""
"2013/11/30 13:33'27" 41608.5649 25.1 14 1003 "" "" "" ""
"2013/11/30 13:33'37" 41608.56501 25.1 14 1003 "" "" "" ""
"2013/11/30 13:33'47" 41608.56513 25.2 14 1003 "" "" "" ""
"2013/11/30 13:33'57" 41608.56524 25.2 15 1003 "" "" "" ""
"2013/11/30 13:34'07" 41608.56536 25.2 15 1003 "" "" "" ""
"2013/11/30 13:34'17" 41608.56547 25.2 15 1003 "" "" "" ""
"2013/11/30 13:34'27" 41608.56559 25.3 14 1003 "" "" "" ""
"2013/11/30 13:34'37" 41608.56571 25.3 14 1003 "" "" "" ""
"2013/11/30 13:34'47" 41608.56582 25.3 14 1003 "" "" "" ""
"2013/11/30 13:34'57" 41608.56594 25.4 14 1002.9 "" "" "" ""
"2013/11/30 13:35'07" 41608.56605 25.4 14 1002.9 "" "" "" ""
"2013/11/30 13:35'17" 41608.56617 25.4 15 1002.9 "" "" "" ""
"2013/11/30 13:35'27" 41608.56628 25.4 14 1003 "" "" "" ""
"2013/11/30 13:35'37" 41608.5664 25.5 15 1003 "" "" "" ""
"2013/11/30 13:35'47" 41608.56652 25.5 14 1003 "" "" "" ""
"2013/11/30 13:35'57" 41608.56663 25.5 15 1003 "" "" "" ""
"2013/11/30 13:36'07" 41608.56675 25.5 14 1003 "" "" "" ""
"2013/11/30 13:36'17" 41608.56686 25.5 14 1003 "" "" "" ""
"2013/11/30 13:36'27" 41608.56698 25.6 15 1003 "" "" "" ""
"2013/11/30 13:36'37" 41608.56709 25.6 15 1003 "" "" "" ""
"2013/11/30 13:36'47" 41608.56721 25.6 14 1002.9 "" "" "" ""
"2013/11/30 13:36'57" 41608.56733 25.7 14 1002.9 "" "" "" ""
"2013/11/30 13:37'07" 41608.56744 25.7 14 1002.9 "" "" "" ""
"2013/11/30 13:37'17" 41608.56756 25.7 14 1002.9 "" "" "" ""
"2013/11/30 13:37'27" 41608.56767 25.7 14 1002.9 "" "" "" ""
"2013/11/30 13:37'37" 41608.56779 25.7 15 1003 "" "" "" ""
"2013/11/30 13:37'47" 41608.56791 25.8 14 1003 "" "" "" ""
"2013/11/30 13:37'57" 41608.56802 25.8 14 1002.9 "" "" "" ""
"2013/11/30 13:38'07" 41608.56814 25.8 14 1002.9 "" "" "" ""
"2013/11/30 13:38'17" 41608.56825 25.8 14 1002.9 "" "" "" ""
"2013/11/30 13:38'27" 41608.56837 25.8 15 1002.8 "" "" "" ""
"2013/11/30 13:38'37" 41608.56848 25.8 14 1002.8 "" "" "" ""
"2013/11/30 13:38'47" 41608.5686 25.8 15 1002.8 "" "" "" ""
"2013/11/30 13:38'57" 41608.56872 25.8 14 1002.8 "" "" "" ""
"2013/11/30 13:39'07" 41608.56883 25.8 14 1002.9 "" "" "" ""
"2013/11/30 13:39'17" 41608.56895 25.8 14 1002.9 "" "" "" ""
"2013/11/30 13:39'27" 41608.56906 25.8 14 1002.9 "" "" "" ""
"2013/11/30 13:39'37" 41608.56918 25.8 13 1002.9 "" "" "" ""
"2013/11/30 13:39'47" 41608.56929 25.8 14 1002.9 "" "" "" ""
"2013/11/30 13:39'57" 41608.56941 25.8 14 1002.9 "" "" "" ""
"2013/11/30 13:40'07" 41608.56953 25.8 14 1002.9 "" "" "" ""
"2013/11/30 13:40'17" 41608.56964 25.8 14 1002.9 "" "" "" ""
"2013/11/30 13:40'27" 41608.56976 25.8 14 1002.9 "" "" "" ""
"2013/11/30 13:40'37" 41608.56987 25.8 14 1002.9 "" "" "" ""
"2013/11/30 13:40'47" 41608.56999 25.8 14 1002.9 "" "" "" ""
"2013/11/30 13:40'57" 41608.5701 25.8 14 1002.8 "" "" "" ""
"2013/11/30 13:41'07" 41608.57022 25.7 14 1002.8 "" "" "" ""
"2013/11/30 13:41'17" 41608.57034 25.7 14 1002.8 "" "" "" ""
"2013/11/30 13:41'27" 41608.57045 25.7 14 1002.8 "" "" "" ""
"2013/11/30 13:41'37" 41608.57057 25.7 14 1002.9 "" "" "" ""
"2013/11/30 13:41'47" 41608.57068 25.7 13 1002.9 "" "" "" ""
"2013/11/30 13:41'57" 41608.5708 25.6 14 1002.9 "" "" "" ""
"2013/11/30 13:42'07" 41608.57091 25.6 14 1002.9 "" "" "" ""
"2013/11/30 13:42'17" 41608.57103 25.6 14 1002.9 "" "" "" ""
"2013/11/30 13:42'27" 41608.57115 25.6 14 1002.9 "" "" "" ""
"2013/11/30 13:42'37" 41608.57126 25.5 14 1002.9 "" "" "" ""
"2013/11/30 13:42'47" 41608.57138 25.5 14 1002.9 "" "" "" ""
"2013/11/30 13:42'57" 41608.57149 25.5 14 1002.8 "" "" "" ""
"2013/11/30 13:43'07" 41608.57161 25.5 13 1002.8 "" "" "" ""
"2013/11/30 13:43'17" 41608.57172 25.5 14 1002.8 "" "" "" ""
"2013/11/30 13:43'27" 41608.57184 25.5 13 1002.8 "" "" "" ""
"2013/11/30 13:43'37" 41608.57196 25.5 14 1002.8 "" "" "" ""
"2013/11/30 13:43'47" 41608.57207 25.4 14 1002.8 "" "" "" ""
"2013/11/30 13:43'57" 41608.57219 25.4 13 1002.8 "" "" "" ""
"2013/11/30 13:44'07" 41608.5723 25.4 14 1002.8 "" "" "" ""
"2013/11/30 13:44'17" 41608.57242 25.4 14 1002.8 "" "" "" ""
"2013/11/30 13:44'27" 41608.57253 25.4 13 1002.8 "" "" "" ""
"2013/11/30 13:44'37" 41608.57265 25.4 14 1002.8 "" "" "" ""
"2013/11/30 13:44'47" 41608.57277 25.4 14 1002.8 "" "" "" ""
"2013/11/30 13:44'57" 41608.57288 25.3 14 1002.8 "" "" "" ""
"2013/11/30 13:45'07" 41608.573 25.3 14 1002.8 "" "" "" ""
"2013/11/30 13:45'17" 41608.57311 25.3 14 1002.8 "" "" "" ""
"2013/11/30 13:45'27" 41608.57323 25.3 14 1002.8 "" "" "" ""
"2013/11/30 13:45'37" 41608.57334 25.3 14 1002.8 "" "" "" ""
"2013/11/30 13:45'47" 41608.57346 25.3 14 1002.8 "" "" "" ""
"2013/11/30 13:45'57" 41608.57358 25.3 14 1002.8 "" "" "" ""
"2013/11/30 13:46'07" 41608.57369 25.2 14 1002.8 "" "" "" ""
"2013/11/30 13:46'17" 41608.57381 25.2 14 1002.8 "" "" "" ""
"2013/11/30 13:46'27" 41608.57392 25.2 14 1002.8 "" "" "" ""
"2013/11/30 13:46'37" 41608.57404 25.2 14 1002.8 "" "" "" ""
"2013/11/30 13:46'47" 41608.57416 25.2 14 1002.8 "" "" "" ""
"2013/11/30 13:46'57" 41608.57427 25.1 14 1002.8 "" "" "" ""
"2013/11/30 13:47'07" 41608.57439 25.1 14 1002.9 "" "" "" ""
"2013/11/30 13:47'17" 41608.5745 25.1 15 1002.9 "" "" "" ""
"2013/11/30 13:47'27" 41608.57462 25.1 14 1002.9 "" "" "" ""
"2013/11/30 13:47'37" 41608.57473 25.1 15 1002.9 "" "" "" ""
"2013/11/30 13:47'47" 41608.57485 25.1 14 1002.9 "" "" "" ""
"2013/11/30 13:47'57" 41608.57497 25.1 14 1002.8 "" "" "" ""
"2013/11/30 13:48'07" 41608.57508 25 14 1002.8 "" "" "" ""
"2013/11/30 13:48'17" 41608.5752 25 14 1002.8 "" "" "" ""
"2013/11/30 13:48'27" 41608.57531 25 14 1002.8 "" "" "" ""
"2013/11/30 13:48'37" 41608.57543 25 14 1002.8 "" "" "" ""
"2013/11/30 13:48'47" 41608.57554 24.9 14 1002.8 "" "" "" ""
"2013/11/30 13:48'57" 41608.57566 24.9 14 1002.8 "" "" "" ""
"2013/11/30 13:49'07" 41608.57578 24.9 14 1002.8 "" "" "" ""
"2013/11/30 13:49'17" 41608.57589 24.9 14 1002.8 "" "" "" ""
"2013/11/30 13:49'27" 41608.57601 24.9 14 1002.8 "" "" "" ""
"2013/11/30 13:49'37" 41608.57612 24.9 14 1002.8 "" "" "" ""
"2013/11/30 13:49'47" 41608.57624 24.9 14 1002.7 "" "" "" ""
"2013/11/30 13:49'57" 41608.57635 24.9 15 1002.8 "" "" "" ""
"2013/11/30 13:50'07" 41608.57647 24.9 14 1002.8 "" "" "" ""
"2013/11/30 13:50'17" 41608.57659 24.9 14 1002.9 "" "" "" ""
"2013/11/30 13:50'27" 41608.5767 24.9 14 1002.9 "" "" "" ""
"2013/11/30 13:50'37" 41608.57682 24.9 15 1002.9 "" "" "" ""
"2013/11/30 13:50'47" 41608.57693 24.9 15 1002.9 "" "" "" ""
"2013/11/30 13:50'57" 41608.57705 24.9 15 1002.9 "" "" "" ""
"2013/11/30 13:51'07" 41608.57716 24.9 14 1002.8 "" "" "" ""
"2013/11/30 13:51'17" 41608.57728 24.9 14 1002.8 "" "" "" ""
"2013/11/30 13:51'27" 41608.5774 24.9 15 1002.8 "" "" "" ""
"2013/11/30 13:51'37" 41608.57751 24.9 15 1002.7 "" "" "" ""
"2013/11/30 13:51'47" 41608.57763 24.9 14 1002.7 "" "" "" ""
"2013/11/30 13:51'57" 41608.57774 24.9 15 1002.7 "" "" "" ""
"2013/11/30 13:52'07" 41608.57786 24.9 14 1002.7 "" "" "" ""
"2013/11/30 13:52'17" 41608.57797 24.9 15 1002.8 "" "" "" ""
"2013/11/30 13:52'27" 41608.57809 24.9 15 1002.8 "" "" "" ""
"2013/11/30 13:52'37" 41608.57821 24.9 15 1002.9 "" "" "" ""
"2013/11/30 13:52'47" 41608.57832 24.9 15 1002.8 "" "" "" ""
"2013/11/30 13:52'57" 41608.57844 24.9 15 1002.8 "" "" "" ""
"2013/11/30 13:53'07" 41608.57855 24.9 15 1002.9 "" "" "" ""
"2013/11/30 13:53'17" 41608.57867 24.9 15 1002.8 "" "" "" ""
"2013/11/30 13:53'27" 41608.57878 24.9 15 1002.8 "" "" "" ""
"2013/11/30 13:53'37" 41608.5789 24.9 15 1002.8 "" "" "" ""
"2013/11/30 13:53'47" 41608.57902 24.9 15 1002.8 "" "" "" ""
"2013/11/30 13:53'57" 41608.57913 24.9 15 1002.8 "" "" "" ""
"2013/11/30 13:54'07" 41608.57925 24.9 15 1002.8 "" "" "" ""
"2013/11/30 13:54'17" 41608.57936 24.9 15 1002.7 "" "" "" ""
"2013/11/30 13:54'27" 41608.57948 24.9 15 1002.7 "" "" "" ""
"2013/11/30 13:54'37" 41608.57959 24.9 15 1002.7 "" "" "" ""
"2013/11/30 13:54'47" 41608.57971 24.9 15 1002.7 "" "" "" ""
"2013/11/30 13:54'57" 41608.57983 24.9 16 1002.7 "" "" "" ""
"2013/11/30 13:55'07" 41608.57994 24.8 16 1002.7 "" "" "" ""
"2013/11/30 13:55'17" 41608.58006 24.9 15 1002.7 "" "" "" ""
"2013/11/30 13:55'27" 41608.58017 24.9 15 1002.7 "" "" "" ""
"2013/11/30 13:55'37" 41608.58029 24.9 15 1002.7 "" "" "" ""
"2013/11/30 13:55'47" 41608.58041 24.9 15 1002.7 "" "" "" ""
"2013/11/30 13:55'57" 41608.58052 24.9 15 1002.7 "" "" "" ""
"2013/11/30 13:56'07" 41608.58064 24.9 15 1002.7 "" "" "" ""
"2013/11/30 13:56'17" 41608.58075 25 15 1002.7 "" "" "" ""
"2013/11/30 13:56'27" 41608.58087 25 15 1002.7 "" "" "" ""
"2013/11/30 13:56'37" 41608.58098 25.1 15 1002.7 "" "" "" ""
"2013/11/30 13:56'47" 41608.5811 25.1 15 1002.7 "" "" "" ""
"2013/11/30 13:56'57" 41608.58122 25.1 15 1002.7 "" "" "" ""
"2013/11/30 13:57'07" 41608.58133 25.2 16 1002.7 "" "" "" ""
"2013/11/30 13:57'17" 41608.58145 25.2 16 1002.7 "" "" "" ""
"2013/11/30 13:57'27" 41608.58156 25.2 16 1002.7 "" "" "" ""
"2013/11/30 13:57'37" 41608.58168 25.3 15 1002.7 "" "" "" ""
"2013/11/30 13:57'47" 41608.58179 25.4 15 1002.7 "" "" "" ""
"2013/11/30 13:57'57" 41608.58191 25.4 15 1002.7 "" "" "" ""
"2013/11/30 13:58'07" 41608.58203 25.4 15 1002.7 "" "" "" ""
"2013/11/30 13:58'17" 41608.58214 25.4 15 1002.7 "" "" "" ""
"2013/11/30 13:58'27" 41608.58226 25.5 15 1002.7 "" "" "" ""
"2013/11/30 13:58'37" 41608.58237 25.5 15 1002.7 "" "" "" ""
"2013/11/30 13:58'47" 41608.58249 25.5 15 1002.7 "" "" "" ""
"2013/11/30 13:58'57" 41608.5826 25.5 15 1002.7 "" "" "" ""
"2013/11/30 13:59'07" 41608.58272 25.5 14 1002.7 "" "" "" ""
"2013/11/30 13:59'17" 41608.58284 25.5 14 1002.7 "" "" "" ""
"2013/11/30 13:59'27" 41608.58295 25.5 14 1002.7 "" "" "" ""
"2013/11/30 13:59'37" 41608.58307 25.5 14 1002.7 "" "" "" ""
"2013/11/30 13:59'47" 41608.58318 25.5 14 1002.8 "" "" "" ""
"2013/11/30 13:59'57" 41608.5833 25.5 14 1002.7 "" "" "" ""
"2013/11/30 14:00'07" 41608.58341 25.5 14 1002.7 "" "" "" ""
"2013/11/30 14:00'17" 41608.58353 25.5 14 1002.7 "" "" "" ""
"2013/11/30 14:00'27" 41608.58365 25.5 14 1002.7 "" "" "" ""
"2013/11/30 14:00'37" 41608.58376 25.5 14 1002.7 "" "" "" ""
"2013/11/30 14:00'47" 41608.58388 25.5 14 1002.7 "" "" "" ""
"2013/11/30 14:00'57" 41608.58399 25.5 14 1002.7 "" "" "" ""
"2013/11/30 14:01'07" 41608.58411 25.5 14 1002.7 "" "" "" ""
