"< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"ßC"	"%RH"	"hPa"	""	""	""	""	""
"2014/07/16 14:48'55"	"41836.6173032407"	"  22.3000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:49'15"	"41836.6175347222"	"  22.3000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:49'35"	"41836.6177662037"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:49'55"	"41836.6179976852"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:50'15"	"41836.6182291667"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:50'35"	"41836.6184606481"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:50'55"	"41836.6186921296"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:51'15"	"41836.6189236111"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:51'35"	"41836.6191550926"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:51'55"	"41836.6193865741"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:52'15"	"41836.6196180556"	"  22.3000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:52'35"	"41836.6198495370"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:52'55"	"41836.6200810185"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:53'15"	"41836.6203125000"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:53'35"	"41836.6205439815"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:53'55"	"41836.6207754630"	"  22.3000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:54'15"	"41836.6210069444"	"  22.4000"	"  54.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:54'35"	"41836.6212384259"	"  22.3000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:54'55"	"41836.6214699074"	"  22.3000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:55'15"	"41836.6217013889"	"  22.3000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:55'35"	"41836.6219328704"	"  22.3000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:55'55"	"41836.6221643519"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:56'15"	"41836.6223958333"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:56'35"	"41836.6226273148"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:56'55"	"41836.6228587963"	"  22.4000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 14:57'15"	"41836.6230902778"	"  22.4000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 14:57'35"	"41836.6233217593"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:57'55"	"41836.6235532407"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:58'15"	"41836.6237847222"	"  22.3000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:58'35"	"41836.6240162037"	"  22.3000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 14:58'55"	"41836.6242476852"	"  22.3000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:59'15"	"41836.6244791667"	"  22.3000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:59'35"	"41836.6247106481"	"  22.3000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:59'55"	"41836.6249421296"	"  22.3000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:00'15"	"41836.6251736111"	"  22.2000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:00'35"	"41836.6254050926"	"  22.3000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:00'55"	"41836.6256365741"	"  22.2000"	"  55.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:01'15"	"41836.6258680556"	"  22.3000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:01'35"	"41836.6260995370"	"  22.3000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:01'55"	"41836.6263310185"	"  22.3000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:02'15"	"41836.6265625000"	"  22.3000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:02'35"	"41836.6267939815"	"  22.3000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:02'55"	"41836.6270254630"	"  22.3000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:03'15"	"41836.6272569444"	"  22.3000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:03'35"	"41836.6274884259"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:03'55"	"41836.6277199074"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:04'15"	"41836.6279513889"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:04'35"	"41836.6281828704"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:04'55"	"41836.6284143519"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:05'15"	"41836.6286458333"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:05'35"	"41836.6288773148"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:05'55"	"41836.6291087963"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:06'15"	"41836.6293402778"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:06'35"	"41836.6295717593"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:06'55"	"41836.6298032407"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:07'15"	"41836.6300347222"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:07'35"	"41836.6302662037"	"  22.4000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:07'55"	"41836.6304976852"	"  22.4000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:08'15"	"41836.6307291667"	"  22.4000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:08'35"	"41836.6309606481"	"  22.4000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:08'55"	"41836.6311921296"	"  22.4000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:09'15"	"41836.6314236111"	"  22.4000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:09'35"	"41836.6316550926"	"  22.4000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:09'55"	"41836.6318865741"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:10'15"	"41836.6321180556"	"  22.4000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:10'35"	"41836.6323495370"	"  22.4000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:10'55"	"41836.6325810185"	"  22.4000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:11'15"	"41836.6328125000"	"  22.4000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:11'35"	"41836.6330439815"	"  22.4000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:11'55"	"41836.6332754630"	"  22.3000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:12'15"	"41836.6335069444"	"  22.3000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:12'35"	"41836.6337384259"	"  22.3000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:12'55"	"41836.6339699074"	"  22.3000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:13'15"	"41836.6342013889"	"  22.4000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:13'35"	"41836.6344328704"	"  22.4000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:13'55"	"41836.6346643519"	"  22.4000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:14'15"	"41836.6348958333"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:14'35"	"41836.6351273148"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:14'55"	"41836.6353587963"	"  22.4000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:15'15"	"41836.6355902778"	"  22.4000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:15'35"	"41836.6358217593"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:15'55"	"41836.6360532407"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:16'15"	"41836.6362847222"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:16'35"	"41836.6365162037"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:16'55"	"41836.6367476852"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:17'15"	"41836.6369791667"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:17'35"	"41836.6372106481"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:17'55"	"41836.6374421296"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:18'15"	"41836.6376736111"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:18'35"	"41836.6379050926"	"  22.5000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:18'55"	"41836.6381365741"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:19'15"	"41836.6383680556"	"  22.4000"	"  53.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:19'35"	"41836.6385995370"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:19'55"	"41836.6388310185"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:20'15"	"41836.6390625000"	"  22.4000"	"  53.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:20'35"	"41836.6392939815"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:20'55"	"41836.6395254630"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:21'15"	"41836.6397569444"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:21'35"	"41836.6399884259"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:21'55"	"41836.6402199074"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:22'15"	"41836.6404513889"	"  22.4000"	"  53.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:22'35"	"41836.6406828704"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:22'55"	"41836.6409143519"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:23'15"	"41836.6411458333"	"  22.4000"	"  53.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:23'35"	"41836.6413773148"	"  22.4000"	"  53.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:23'55"	"41836.6416087963"	"  22.4000"	"  53.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:24'15"	"41836.6418402778"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:24'35"	"41836.6420717593"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:24'55"	"41836.6423032407"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:25'15"	"41836.6425347222"	"  22.4000"	"  53.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:25'35"	"41836.6427662037"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:25'55"	"41836.6429976852"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:26'15"	"41836.6432291667"	"  22.4000"	"  53.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:26'35"	"41836.6434606481"	"  22.4000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:26'55"	"41836.6436921296"	"  22.4000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:27'15"	"41836.6439236111"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:27'35"	"41836.6441550926"	"  22.4000"	"  53.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:27'55"	"41836.6443865741"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:28'15"	"41836.6446180556"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:28'35"	"41836.6448495370"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:28'55"	"41836.6450810185"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:29'15"	"41836.6453125000"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:29'35"	"41836.6455439815"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:29'55"	"41836.6457754630"	"  22.4000"	"  53.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:30'15"	"41836.6460069444"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:30'35"	"41836.6462384259"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:30'55"	"41836.6464699074"	"  22.4000"	"  53.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:31'15"	"41836.6467013889"	"  22.4000"	"  53.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:31'35"	"41836.6469328704"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:31'55"	"41836.6471643519"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:32'15"	"41836.6473958333"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:32'35"	"41836.6476273148"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:32'55"	"41836.6478587963"	"  22.4000"	"  53.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:33'15"	"41836.6480902778"	"  22.5000"	"  53.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:33'35"	"41836.6483217593"	"  22.5000"	"  54.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:33'55"	"41836.6485532407"	"  22.6000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:34'15"	"41836.6487847222"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:34'35"	"41836.6490162037"	"  22.7000"	"  56.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:34'55"	"41836.6492476852"	"  22.8000"	"  56.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:35'15"	"41836.6494791667"	"  22.8000"	"  57.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:35'35"	"41836.6497106481"	"  22.9000"	"  57.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:35'55"	"41836.6499421296"	"  23.0000"	"  58.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:36'15"	"41836.6501736111"	"  23.0000"	"  58.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:36'35"	"41836.6504050926"	"  23.1000"	"  58.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:36'55"	"41836.6506365741"	"  23.1000"	"  59.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:37'15"	"41836.6508680556"	"  23.2000"	"  59.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:37'35"	"41836.6510995370"	"  23.2000"	"  60.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:37'55"	"41836.6513310185"	"  23.3000"	"  60.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:38'15"	"41836.6515625000"	"  23.3000"	"  60.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:38'35"	"41836.6517939815"	"  23.4000"	"  60.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:38'55"	"41836.6520254630"	"  23.4000"	"  61.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:39'15"	"41836.6522569444"	"  23.5000"	"  61.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:39'35"	"41836.6524884259"	"  23.5000"	"  61.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:39'55"	"41836.6527199074"	"  23.6000"	"  61.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:40'15"	"41836.6529513889"	"  23.6000"	"  62.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:40'35"	"41836.6531828704"	"  23.6000"	"  62.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:40'55"	"41836.6534143519"	"  23.7000"	"  62.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:41'15"	"41836.6536458333"	"  23.7000"	"  62.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:41'35"	"41836.6538773148"	"  23.7000"	"  63.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:41'55"	"41836.6541087963"	"  23.7000"	"  63.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:42'15"	"41836.6543402778"	"  23.8000"	"  63.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:42'35"	"41836.6545717593"	"  23.8000"	"  63.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:42'55"	"41836.6548032407"	"  23.8000"	"  64.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:43'15"	"41836.6550347222"	"  23.9000"	"  64.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:43'35"	"41836.6552662037"	"  23.9000"	"  64.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:43'55"	"41836.6554976852"	"  23.9000"	"  64.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:44'15"	"41836.6557291667"	"  23.9000"	"  65.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:44'35"	"41836.6559606481"	"  24.0000"	"  65.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:44'55"	"41836.6561921296"	"  24.0000"	"  65.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:45'15"	"41836.6564236111"	"  24.0000"	"  65.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:45'35"	"41836.6566550926"	"  24.0000"	"  65.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 15:45'55"	"41836.6568865741"	"  24.1000"	"  65.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:46'15"	"41836.6571180556"	"  24.1000"	"  66.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:46'35"	"41836.6573495370"	"  24.1000"	"  66.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:46'55"	"41836.6575810185"	"  24.2000"	"  66.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:47'15"	"41836.6578125000"	"  24.2000"	"  66.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:47'35"	"41836.6580439815"	"  24.2000"	"  66.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:47'55"	"41836.6582754630"	"  24.2000"	"  67.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:48'15"	"41836.6585069444"	"  24.2000"	"  67.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:48'35"	"41836.6587384259"	"  24.2000"	"  67.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:48'55"	"41836.6589699074"	"  24.3000"	"  67.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:49'15"	"41836.6592013889"	"  24.3000"	"  67.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:49'35"	"41836.6594328704"	"  24.3000"	"  67.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:49'55"	"41836.6596643519"	"  24.3000"	"  67.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:50'15"	"41836.6598958333"	"  24.3000"	"  67.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:50'35"	"41836.6601273148"	"  24.3000"	"  67.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:50'55"	"41836.6603587963"	"  24.4000"	"  67.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:51'15"	"41836.6605902778"	"  24.4000"	"  67.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:51'35"	"41836.6608217593"	"  24.4000"	"  67.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:51'55"	"41836.6610532407"	"  24.5000"	"  67.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:52'15"	"41836.6612847222"	"  24.5000"	"  67.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:52'35"	"41836.6615162037"	"  24.5000"	"  67.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 15:52'55"	"41836.6617476852"	"  24.5000"	"  68.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:53'15"	"41836.6619791667"	"  24.5000"	"  68.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:53'35"	"41836.6622106481"	"  24.5000"	"  68.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:53'55"	"41836.6624421296"	"  24.6000"	"  67.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:54'15"	"41836.6626736111"	"  24.6000"	"  68.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:54'35"	"41836.6629050926"	"  24.6000"	"  68.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:54'55"	"41836.6631365741"	"  24.6000"	"  68.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:55'15"	"41836.6633680556"	"  24.6000"	"  68.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:55'35"	"41836.6635995370"	"  24.6000"	"  68.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:55'55"	"41836.6638310185"	"  24.6000"	"  68.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:56'15"	"41836.6640625000"	"  24.6000"	"  68.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:56'35"	"41836.6642939815"	"  24.6000"	"  68.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:56'55"	"41836.6645254630"	"  24.6000"	"  67.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:57'15"	"41836.6647569444"	"  24.6000"	"  67.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:57'35"	"41836.6649884259"	"  24.6000"	"  67.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:57'55"	"41836.6652199074"	"  24.6000"	"  67.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:58'15"	"41836.6654513889"	"  24.5000"	"  67.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:58'35"	"41836.6656828704"	"  24.5000"	"  66.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:58'55"	"41836.6659143519"	"  24.5000"	"  66.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 15:59'15"	"41836.6661458333"	"  24.4000"	"  66.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:59'35"	"41836.6663773148"	"  24.4000"	"  65.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 15:59'55"	"41836.6666087963"	"  24.4000"	"  65.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:00'15"	"41836.6668402778"	"  24.3000"	"  65.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:00'35"	"41836.6670717593"	"  24.3000"	"  65.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:00'55"	"41836.6673032407"	"  24.3000"	"  64.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:01'15"	"41836.6675347222"	"  24.3000"	"  64.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:01'35"	"41836.6677662037"	"  24.2000"	"  64.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:01'55"	"41836.6679976852"	"  24.2000"	"  64.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:02'15"	"41836.6682291667"	"  24.2000"	"  63.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:02'35"	"41836.6684606481"	"  24.1000"	"  63.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:02'55"	"41836.6686921296"	"  24.1000"	"  63.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:03'15"	"41836.6689236111"	"  24.0000"	"  63.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:03'35"	"41836.6691550926"	"  24.0000"	"  63.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:03'55"	"41836.6693865741"	"  24.0000"	"  62.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:04'15"	"41836.6696180556"	"  23.9000"	"  63.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:04'35"	"41836.6698495370"	"  23.9000"	"  62.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:04'55"	"41836.6700810185"	"  23.9000"	"  62.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 16:05'15"	"41836.6703125000"	"  23.9000"	"  62.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:05'35"	"41836.6705439815"	"  23.8000"	"  61.0000"	"  996.5000"	""	""	""	""	""	
